"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3116447";"";"None";"267.90";"0";"2.45";"BF8";"CC1=C(Br)/C(=C\Br)OC1=O";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3118159";"Antagonist activity at LasR in Pseudomonas aeruginosa PAO-JP2 expressing LasI assessed as inhibition of GFP production at 50 to 300 uM after 24 hrs by fluorescence assay in presence of 3-oxo-C12-HSL";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3112522";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";""
"CHEMBL3116450";"";"None";"229.07";"0";"2.65";"7-BBF";"O=C1C=C2CCCCC(Br)=C2O1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3118159";"Antagonist activity at LasR in Pseudomonas aeruginosa PAO-JP2 expressing LasI assessed as inhibition of GFP production at 50 to 300 uM after 24 hrs by fluorescence assay in presence of 3-oxo-C12-HSL";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3112522";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";""
"CHEMBL3116449";"";"None";"215.05";"0";"2.26";"6-BBF";"O=C1C=C2CCCC(Br)=C2O1";"Inhibition";"'='";"78.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3118161";"Antagonist activity at LasR in Pseudomonas aeruginosa PAO1 expressing LasI assessed as inhibition of GFP production at 300 uM after 24 hrs by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3112522";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"78.0"
"CHEMBL3421633";"";"None";"577.61";"1";"3.95";"18";"O=C(CCl)NCCC(=O)Oc1c(Br)cc(Br)cc1CC(=O)Nc1ccccc1[N+](=O)[O-]";"Inhibition";"'='";"79.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3425153";"Antagonist activity at Pseudomonas aeruginosa LasR expressed in Escherichia coli BL21 DE3 at 100 uM after 4 to 6 hrs by GFP reporter gene assay relative to Br-HSL";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";"79.0"
"CHEMBL1812102";"";"None";"363.50";"0";"4.42";"14";"CCCCCCCCCC(=O)CC(=O)NCc1ccc(OC)c(OC)c1";"Inhibition";"'='";"9.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"9.0"
"CHEMBL1812122";"";"None";"282.18";"0";"3.05";"35";"O=C(Cc1ccc(Br)cc1)NC1CCCC1";"Inhibition";"'='";"-11.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-11.0"
"CHEMBL1722026";"";"None";"314.20";"0";"2.14";"30";"O=C(Cc1ccc(Br)cc1)NC1CCSC1=O";"Inhibition";"'='";"-18.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1815983";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of OdDHL-induced quorum sensing activation at 10 uM after 8 hrs by beta-galactosidase reporter gene assay relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811864";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-18.0"
"CHEMBL3421669";"";"None";"595.20";"1";"3.66";"28";"O=C(CCCN1C(=O)C=CC1=O)Oc1c(Br)cc(Br)cc1CNC(=O)c1ccccc1[N+](=O)[O-]";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3425158";"Irreversible antagonist activity at Pseudomonas aeruginosa LasR expressed in Escherichia coli BL21 DE3 at 10 to 100 uM after 4 to 6 hrs by GFP reporter gene assay in presence of LasR agonist 3-oxo-C12HSL";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL3421663";"";"None";"543.24";"2";"5.56";"16";"O=C(Cc1cc(Br)cc(Br)c1OCCCCN=C=S)Nc1ccccc1[N+](=O)[O-]";"Inhibition";"'='";"61.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3425153";"Antagonist activity at Pseudomonas aeruginosa LasR expressed in Escherichia coli BL21 DE3 at 100 uM after 4 to 6 hrs by GFP reporter gene assay relative to Br-HSL";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";"61.0"
"CHEMBL1812086";"";"None";"265.33";"0";"1.39";"29";"COc1ccc(CC(=O)N[C@H]2CCSC2=O)cc1";"Inhibition";"'='";"-23.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1815983";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of OdDHL-induced quorum sensing activation at 10 uM after 8 hrs by beta-galactosidase reporter gene assay relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811864";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-23.0"
"CHEMBL1812087";"";"None";"314.20";"0";"2.14";"31";"O=C(Cc1ccc(Br)cc1)N[C@H]1CCSC1=O";"Inhibition";"'='";"-17.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1815983";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of OdDHL-induced quorum sensing activation at 10 uM after 8 hrs by beta-galactosidase reporter gene assay relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811864";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-17.0"
"CHEMBL125229";"DIKETOPIPERAZINE";"None";"114.10";"0";"-1.77";"122";"O=C1CNC(=O)CN1";"Inhibition";"'='";"48.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5257256";"Inhibition of Pseudomonas aeruginosa PAO1 LasR at 440 uM relative to control";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL5257018";"1";"Scientific Literature";"J Med Chem";"2016";"None";"DOSE = 440.0 microM";"INHIBITOR";"";"48.0"
"CHEMBL1812104";"";"None";"321.44";"0";"4.54";"16";"CCCCCCCCCC(=O)CC(=O)NCc1ccc(F)cc1";"Inhibition";"'='";"13.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"13.0"
"CHEMBL1812107";"";"None";"339.43";"0";"4.68";"19";"CCCCCCCCCC(=O)CC(=O)NCc1c(F)cccc1F";"Inhibition";"'='";"5.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"5.0"
"CHEMBL1812111";"";"None";"348.44";"0";"4.31";"23";"CCCCCCCCCC(=O)CC(=O)NCc1cccc([N+](=O)[O-])c1";"Inhibition";"'='";"17.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"17.0"
"CHEMBL4287644";"";"None";"216.69";"0";"2.52";"31";"NC(=O)SCNc1cccc(Cl)c1";"Inhibition";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4260305";"Antagonist activity at Pseudomonas aeruginosa LasR expressed in Pseudomonas putida F117 assessed as inhibition of 3-oxo-C12-HSL-induced protein activation at 20 uM after 4 hrs by fluorescence assay relative to control";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL4257562";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"50.0"
"CHEMBL4445189";"";"None";"339.35";"0";"1.10";"7c";"O=C(CCCS(=O)(=O)c1ccccc1)Nc1nc(=O)[nH]cc1F";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4315945";"Inhibition of Pseudomonas aeruginosa PAO1 LasR transfected with lasB-GFP at 10 uM measured after 12 hrs by fluorescence based microtiter plate reader method";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL4312019";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"";"";""
"CHEMBL3421669";"";"None";"595.20";"1";"3.66";"28";"O=C(CCCN1C(=O)C=CC1=O)Oc1c(Br)cc(Br)cc1CNC(=O)c1ccccc1[N+](=O)[O-]";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3425207";"Antagonist activity at LasR in Pseudomonas aeruginosa PA14 assessed as inhibition of overall static biofilm morphology grown in defined media at 12.5 to 25 uM after 36 hrs SYTO-9 nucleic acid staining-based confocal microscopic analysis";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL4579589";"";"None";"321.29";"0";"0.15";"6b";"O=C(CCNC(=O)c1cccc([N+](=O)[O-])c1)NC1CCOC1=O";"Inhibition";"'='";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4315989";"Inhibition of Pseudomonas aeruginosa PAO1 LasR transfected with lasB-GFP at 10 uM measured after 12 hrs by fluorescence based microtiter plate reader method relative to control";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL4312019";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"";"";"30.0"
"CHEMBL3596497";"";"None";"294.43";"1";"5.25";"8";"CCCCCCCCCCCCOc1cc(C)oc(=O)c1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3598703";"Inhibition of LasR in Pseudomonas aeruginosa PA14 assessed as reduction in rhlI gene expression at 10 uM by RT-qPCR method";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3596092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL3596497";"";"None";"294.43";"1";"5.25";"8";"CCCCCCCCCCCCOc1cc(C)oc(=O)c1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3598699";"Inhibition of LasR in Pseudomonas aeruginosa PA14 assessed as reduction in lasR gene expression at 10 uM by RT-qPCR method";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3596092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL3596497";"";"None";"294.43";"1";"5.25";"8";"CCCCCCCCCCCCOc1cc(C)oc(=O)c1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3598707";"Inhibition of LasR in Pseudomonas aeruginosa PA14 assessed as reduction in phnB gene expression at 10 uM by RT-qPCR method";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3596092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL3596497";"";"None";"294.43";"1";"5.25";"8";"CCCCCCCCCCCCOc1cc(C)oc(=O)c1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3598702";"Inhibition of LasR in Pseudomonas aeruginosa PA14 assessed as reduction in rhlR gene expression at 10 uM by RT-qPCR method";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3596092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL4453859";"";"None";"419.91";"1";"5.69";"2b";"Cc1ccc(N(C)C(=O)c2ccc3c(c2)CC(c2ccc(Cl)cc2)OC3=O)cc1C";"Inhibition";"'='";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4315989";"Inhibition of Pseudomonas aeruginosa PAO1 LasR transfected with lasB-GFP at 10 uM measured after 12 hrs by fluorescence based microtiter plate reader method relative to control";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL4312019";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"";"";"30.0"
"CHEMBL5190145";"";"None";"363.34";"0";"2.37";"Cpd IV";"O=C(Cn1cc(-c2ccc([N+](=O)[O-])cc2)nn1)Nc1nc2ccccc2[nH]1";"Inhibition";"'='";"68.23";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5110425";"Inhibition of Pseudomonas aeruginosa MH602 LasR co-transfected with ASVgfp reporter assessed as inhibition of GFP production at 250 uM by fluorescence based analysis";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL5108020";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"Dose = 250.0 microM";"INHIBITOR";"";"68.23"
"CHEMBL48802";"SULFORAPHANE";"3.0";"177.29";"0";"1.25";"1, sulforaphane";"C[S+]([O-])CCCCN=C=S";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3226930";"Agonist activity at LasR in lasI-rhlI double mutant Pseudomonas aeruginosa JP2 harboring lasI promoter coupled to the luxCDABE box assessed as reduction in luminescence measured at 200 uM after 5 hrs";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3217408";"1";"Scientific Literature";"Medchemcomm";"2013";"None";"";"";"";""
"CHEMBL4464695";"";"None";"325.49";"0";"3.55";"8";"CCCCCCCCCC(=O)CC(=O)CCN[C@H]1CCC[C@@H]1O";"Inhibition";"'='";"70.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4404056";"Antagonist activity at LasR in Pseudomonas aeruginosa PAO-JP2 harboring plasI-LVAgfp assessed as inhibition of GFP expression by measuring reduction in fluorescence intensity at 100 uM incubated for 6 hrs in presence of AI1 by fluorescence based competitive assay relative to control";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL4402555";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"70.0"
"CHEMBL48802";"SULFORAPHANE";"3.0";"177.29";"0";"1.25";"1, sulforaphane";"C[S+]([O-])CCCCN=C=S";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL3226926";"Antagonist activity at LasR in Escherichia coli DH5a harboring reporter plasmid lasI-lacZ (pSC11) pJN105L plasmid assessed as inhibition of 3-oxo-C12-HSL induced protein activation by Miller assay method";"B";"BAO_0000357";"single protein format";"Escherichia coli DH5[alpha]";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3217408";"1";"Scientific Literature";"Medchemcomm";"2013";"None";"";"";"";""
"CHEMBL75267";"7,8-DIHYDROXYFLAVONE";"None";"254.24";"0";"2.87";"64";"O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12";"Inhibition";"'>'";"70.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4260314";"Non-competitive inhibition of Pseudomonas aeruginosa LasR expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL4257562";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"70.0"
"CHEMBL1823931";"";"None";"313.46";"0";"3.23";"15";"CCCCCCCCCC(=O)CC(=O)N[C@H]1CCSC1=O";"Inhibition";"'='";"-55.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1815983";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of OdDHL-induced quorum sensing activation at 10 uM after 8 hrs by beta-galactosidase reporter gene assay relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811864";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-55.0"
"CHEMBL4586478";"";"None";"311.36";"0";"0.67";"7a";"O=C(CCCS(=O)(=O)c1ccccc1)NC1CCOC1=O";"Inhibition";"'='";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4315989";"Inhibition of Pseudomonas aeruginosa PAO1 LasR transfected with lasB-GFP at 10 uM measured after 12 hrs by fluorescence based microtiter plate reader method relative to control";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL4312019";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"";"";"30.0"
"CHEMBL4520260";"";"None";"321.36";"0";"0.96";"7b";"O=C(CCCS(=O)(=O)c1ccccc1)Nc1cc[nH]c(=O)n1";"Inhibition";"'='";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4315989";"Inhibition of Pseudomonas aeruginosa PAO1 LasR transfected with lasB-GFP at 10 uM measured after 12 hrs by fluorescence based microtiter plate reader method relative to control";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL4312019";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"";"";"30.0"
"CHEMBL1812106";"";"None";"339.43";"0";"4.68";"18";"CCCCCCCCCC(=O)CC(=O)NCc1cc(F)cc(F)c1";"Inhibition";"'='";"16.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"16.0"
